Countryname,ISO,WEO Country Code,Indicator,Units,Frequency,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010
Sao Tome and Principe,STP,716,Extensive Margin,Index,Annual,4.13631,,,,,,,1.73222,-0.064332,-0.03308,-0.021576,0.002546,-0.007864,0.001991,-0.006215,0.023932,0.010448,0.014267,0.01183,0.015347,0.015554,0.001413,0.0176,0.001943,0.01132,0.013874,0.019851,0.017022,0.005629,-0.027268,0.008139,-0.011082,0.013778,0.006955,0.013205,0.02219,0.001128,0.001644,0.006276,0.001068,0.029855,0.010874,0.00368,0.007509,0.019355,0.002678,-0.003688,-0.003153,0.010296
Suriname,SUR,366,Extensive Margin,Index,Annual,2.10664,1.96429,2.00297,1.79806,0.667889,0.30909,0.212968,0.14253,0.131163,0.107067,0.066211,0.054628,0.103213,0.11489,0.067113,0.048059,0.055775,0.051508,0.021651,0.065139,0.039981,0.063719,0.040769,0.057152,0.138039,0.091411,-0.040742,-0.023927,-0.010816,-0.025213,-0.031385,-0.025494,-0.018032,-0.033398,-0.039331,-0.037038,-0.031552,-0.033624,-0.028939,-0.03288,-0.035006,-0.038467,-0.039417,-0.006195,-0.015797,-0.016627,-0.023736,0.050497,0.179409
Slovak Republic,SVK,936,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090956,0.013269,0.003343,0.003352,0.00167,0.003351,0.003356,0.01011,0.005046,0.008399,0.001679,0.011503,0.010082,0.001679,0.003294,0.003351,,
Slovenia,SVN,961,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177226,0.018445,0.003354,0.008235,0.006722,0.008302,0.005021,0.003353,0.003361,0.006732,0.003293,0.00657,0.001679,0.001678,0.005045,0.002995,0.003361,,
Sweden,SWE,144,Extensive Margin,Index,Annual,0.057629,0.057462,0.057551,0.057546,0.057561,0.057101,0.057525,0.05748,0.057402,0.05756,0.057545,0.057593,0.056371,0.057429,0.057471,0.057478,0.055789,0.056154,0.055289,0.057229,0.057167,0.057346,0.057371,0.054918,0.056908,0.057363,0.057302,0.057264,0.057204,0.057209,0.057058,0.057177,0.057219,0.057192,0.057329,0.057274,0.057326,0.057307,0.057341,0.057223,0.057279,0.05731,0.057372,0.057414,0.057428,0.057413,0.057221,0.057205,0.057332
Seychelles,SYC,718,Extensive Margin,Index,Annual,,,,,,,,6.2186,2.83214,0.0029,-0.034115,-0.001939,-0.001045,0.002472,0.002686,0.006757,-0.001109,-0.003128,0.001932,1.6147,0.100871,0.001966,0.005445,0.021575,0.011693,0.003919,0.003709,0.002791,0.009782,0.005892,0.001152,0.005479,0.019153,0.013938,0.012451,0.005554,0.003655,0.021261,0.019559,0.009976,0.013891,0.020191,0.02645,0.029974,0.025831,0.025836,0.011557,,
Syrian Arab Republic,SYR,463,Extensive Margin,Index,Annual,1.76305,1.68253,1.60878,1.53848,1.46133,0.803948,0.629759,0.708426,1.08241,1.38394,1.21459,1.29061,1.18044,1.0132,0.507824,0.621906,1.25992,1.27059,1.13403,1.15618,1.26862,1.29718,1.37232,1.2147,1.07698,1.31188,1.00335,0.885581,0.922652,1.14305,0.941877,1.35766,1.40185,1.10839,1.28993,1.25186,1.05643,1.01302,1.23782,1.33664,1.16352,1.13905,0.818357,0.814679,0.744483,0.703536,0.350188,0.787203,0.82388
Chad,TCD,628,Extensive Margin,Index,Annual,2.44017,2.31682,2.39682,2.4213,2.40735,2.39029,2.1507,1.86058,1.91081,1.88575,1.93405,1.5661,1.75033,1.72021,1.94944,1.97947,1.72386,1.99777,2.04708,2.22949,1.97166,0.096082,2.36263,2.25354,2.19591,2.03968,2.16066,2.19593,1.76824,2.22614,2.28876,2.15049,2.00068,2.04367,1.97269,1.94227,2.00346,1.90392,1.99851,1.98328,1.85139,1.28049,0.022336,0.032888,0.074026,0.075589,0.07264,0.058639,0.073317
Togo,TGO,742,Extensive Margin,Index,Annual,1.7582,1.72535,1.73278,1.72028,1.73784,1.71822,1.56921,1.49086,1.49366,1.5968,1.66237,1.55189,1.67171,1.62804,1.55769,1.60128,1.00093,1.29191,0.671355,1.2371,1.12703,1.05875,1.57331,1.24286,1.24142,1.12877,1.1616,1.15034,1.20267,1.11627,1.1838,1.13965,0.945902,0.700915,1.06098,0.89657,0.865041,0.657789,0.754799,0.266275,0.439015,0.185585,0.252696,0.323053,0.340246,-0.000038,0.781791,0.321562,0.449932
Thailand,THA,578,Extensive Margin,Index,Annual,0.766514,0.762755,0.759606,0.75741,0.760681,0.755176,0.751795,0.737032,0.733962,0.726271,0.710894,0.665392,0.676714,0.675146,0.657267,0.660365,0.641722,0.634206,0.595255,0.63356,0.636453,0.6132,0.59425,0.56176,0.517564,0.475479,0.39435,0.349452,0.297771,0.257161,0.224333,0.192669,0.158539,0.131759,0.10684,0.092326,0.090623,0.101653,0.092969,0.101241,0.091788,0.095654,0.091603,0.085176,0.080053,0.087639,0.091809,0.081874,0.102156
Tajikistan,TJK,923,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83817,0.001088,-0.016115,0.093567,0.051191,0.014067,0.021525,0.023487,0.023951,0.007243,0.009581,0.006001,0.016252,0.015954,0.014159,0.01616,0.022106,,
Turkmenistan,TKM,925,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37664,0.036536,0.034272,-0.049862,0.055671,0.017794,0.024652,0.029345,0.013989,0.014147,0.007967,0.00806,0.010076,0.007934,0.011438,0.022349,0.019111,,
Tonga,TON,866,Extensive Margin,Index,Annual,,,,,,,,,3.48018,-0.043398,0.002388,0.002542,0.006158,,0.007135,0.004926,0.00111,0.013036,-0.027162,0.006967,-0.032461,-0.018612,0.008574,,-0.002214,0.004893,0.005464,-0.025137,0.006408,0.002512,0.003163,0.003108,-0.008055,,,0.00494,0.007931,0.006291,0.020653,0.013105,0.004692,0.014507,0.022456,0.013679,0.011269,0.007182,0.015723,,
Trinidad and Tobago,TTO,369,Extensive Margin,Index,Annual,1.53935,1.44324,1.38516,1.33925,1.20796,1.11452,1.14672,1.13852,1.09983,1.08599,1.12874,1.26139,1.36216,1.30196,1.3652,1.38415,1.33454,1.32419,1.29917,1.31901,1.2357,1.07498,1.03078,1.07828,0.959871,0.930956,0.678764,0.615764,0.735235,0.622786,0.625551,0.495555,0.391127,0.238648,0.304562,0.360606,0.310008,0.357864,0.155065,0.099922,0.057501,0.004085,-0.022322,-0.020893,-0.007436,-0.010768,-0.023789,-0.0263,-0.026018
Tunisia,TUN,744,Extensive Margin,Index,Annual,1.12892,1.10227,1.06003,1.04449,0.897071,0.900351,0.833555,0.790495,0.752704,0.88815,0.858636,0.747848,0.86028,0.852323,0.741555,0.751164,0.786641,0.811546,0.799157,0.739677,0.70098,0.660508,0.620418,0.662802,0.625263,0.62013,0.563589,0.510172,0.527473,0.592043,0.566922,0.538145,0.585753,0.588218,0.555636,0.533504,0.508374,0.524561,0.515649,0.4888,0.50106,0.519963,0.534732,0.469784,0.449075,0.465854,0.431791,0.409738,0.391468
Turkey,TUR,186,Extensive Margin,Index,Annual,0.908259,0.894045,0.870394,0.84209,0.875516,0.874207,0.789162,0.782537,0.791995,0.75067,0.606136,0.584189,0.546241,0.572436,0.634254,0.537226,0.41759,0.492105,0.489814,0.338905,0.186777,0.192701,0.184393,0.062937,0.087219,0.07439,0.039485,0.049218,0.057411,0.09398,0.098544,0.07746,0.07176,0.074514,0.092737,0.091202,0.106007,0.121624,0.111775,0.113317,0.114286,0.125104,0.116186,0.132669,0.124439,0.094393,0.059113,0.091041,0.099854
Tanzania,TZA,738,Extensive Margin,Index,Annual,,,,1.56355,0.005045,0.004163,0.00329,0.004531,0.03746,0.011371,0.005931,0.008798,0.013152,0.031121,0.026827,0.009736,-0.006822,0.011797,0.008337,0.006483,0.001593,0.00805,0.007664,0.011266,0.017359,0.011554,0.010171,0.007708,0.014452,0.012496,0.011414,0.001924,0.030433,0.04053,0.02481,0.041093,0.031252,0.009553,0.014481,0.006473,0.022412,0.017988,-0.041826,0.008135,0.009875,0.021398,0.011281,,
Uganda,UGA,746,Extensive Margin,Index,Annual,2.87057,2.69752,2.71823,2.63041,2.76758,2.76888,2.63364,2.60609,2.65378,2.73495,2.71362,2.6169,2.63376,2.68583,2.66803,2.69358,2.66814,2.78126,2.74397,2.48404,2.69356,2.77966,2.65195,2.53405,2.78458,2.77799,2.76562,2.47053,2.68802,2.50451,2.17229,1.8584,2.35378,2.20414,1.76252,1.78824,1.53984,1.77727,1.28781,0.628254,0.561106,0.45981,0.429315,0.341733,0.110414,0.28572,0.342893,0.260156,0.142816
Ukraine,UKR,926,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374908,0.080139,0.047086,0.028543,0.020332,,0.004993,0.003342,0.001671,0.006702,0.001672,,0.006705,0.003349,0.005028,0.004358,0.00335,,
Uruguay,URY,298,Extensive Margin,Index,Annual,1.22245,1.16658,1.13088,1.05482,0.998305,1.04884,1.10501,1.07311,0.918017,0.925157,1.03179,0.999682,0.804933,0.747211,0.508183,0.515418,0.476263,0.417967,0.472049,0.641706,0.686554,0.651163,0.647835,0.616575,0.526007,0.495958,0.568293,0.52774,0.525506,0.547171,0.490005,0.455184,0.495401,0.374625,0.47322,0.500767,0.365652,0.478121,0.505128,0.446761,0.476853,0.430557,0.38501,0.357321,0.322497,0.256471,0.180749,0.213186,0.119543
United States,USA,111,Extensive Margin,Index,Annual,0.006421,0.00642,0.006413,0.006399,0.006404,0.006405,0.006397,0.006285,0.006385,0.00639,0.006378,0.006385,0.006388,0.006381,0.006365,0.006362,0.006404,0.006398,0.006394,0.006393,0.006378,0.006388,0.006397,0.006369,0.006388,0.0064,0.006402,0.006381,0.006409,0.006404,0.006402,0.00641,0.006406,0.006402,0.0064,0.006404,0.006406,0.006408,0.006411,0.006411,0.006411,0.006409,0.006409,0.006408,0.006408,0.006408,0.00641,0.006387,0.00639
Uzbekistan,UZB,927,Extensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99847,0.048248,0.07001,0.078777,0.061944,0.016217,0.014712,0.020048,0.031598,0.012857,0.002647,0.009119,0.007342,0.017437,0.014572,0.007331,0.010989,,
St. Vincent and the Grenadines,VCT,364,Extensive Margin,Index,Annual,,,,,,,,,3.744,-0.002602,,-0.024245,0.002123,-0.003045,-0.051649,0.000537,-0.040561,-0.0084,0.001061,-0.018979,-0.019837,0.002045,,0.019915,0.009059,0.008351,0.008373,0.007545,0.007923,0.014364,0.006774,0.002874,0.004944,0.037329,-0.023627,0.042138,0.013336,0.006018,0.011314,0.006046,-0.007926,0.027755,0.014275,0.020693,0.012428,0.016016,0.018136,,
Venezuela,VEN,299,Extensive Margin,Index,Annual,1.24297,1.22004,1.23528,1.23052,1.22018,1.20568,1.21225,1.20037,1.19503,1.20605,1.1737,1.18918,1.20587,1.2117,1.21055,1.21271,1.20532,1.1996,1.20562,1.19799,1.19586,1.13684,1.15362,1.07075,1.06946,1.07196,1.02641,0.968388,0.956109,0.960967,0.925348,0.8376,0.763182,0.77973,0.819021,0.804232,0.734287,0.827883,0.832136,0.783086,0.742369,0.757041,0.777003,0.810121,0.888247,0.939704,0.993656,1.02263,1.04888
Brit. Virgin Is.,VGB,371,Extensive Margin,Index,Annual,,,,,,,,,0.213664,,,-0.030787,-0.059075,-0.000478,0.395598,-0.001115,,0.000189,0.003242,-0.014643,0.134653,0.002167,0.000622,0.001297,-0.012156,-0.001706,-0.018246,-0.044185,-0.048558,0.023801,-0.037412,0.006219,0.001683,-0.025939,0.03525,0.007921,0.011346,0.020114,0.052574,0.017292,0.005607,0.005991,0.015193,0.013334,0.025587,0.009418,0.002887,,
Vietnam,VNM,582,Extensive Margin,Index,Annual,,,,,,,,,,,,,,0.901472,0.020096,0.005956,0.010562,-0.000876,0.002926,0.003292,-0.006337,0.002188,0.013712,0.005205,0.009901,-0.050908,0.0361,0.034066,0.04687,0.028085,0.044575,0.040649,0.054055,0.025959,0.02013,0.019981,0.01675,0.019955,0.021736,0.016327,0.011701,0.009986,0.015061,0.003332,0.008313,0.004995,0.005001,,
Samoa,WSM,862,Extensive Margin,Index,Annual,4.3631,4.31739,4.17855,3.83738,2.97308,2.68111,2.94113,2.36292,2.86545,1.74153,2.13435,1.82766,2.9685,2.39134,2.00642,2.69912,1.98427,2.35178,2.11448,1.21107,0.140734,0.011844,-0.055165,-0.030919,-0.037892,-0.040709,-0.044871,-0.048188,-0.051636,-0.048128,0.016338,0.021868,0.013374,0.00783,-0.047417,-0.041313,-0.049081,-0.026645,0.023523,0.035906,0.027315,0.015013,0.009993,0.033009,0.039594,0.023979,0.025269,0.012621,-0.007051
Yemen,YEM,474,Extensive Margin,Index,Annual,3.41513,3.40084,3.36268,2.78666,2.38392,2.87708,0.39098,2.52823,1.18176,0.627764,1.38346,0.869054,0.726848,1.73461,1.03588,1.40161,0.128189,1.19284,0.831427,0.517376,0.564982,0.26582,0.707085,0.043493,0.038859,0.506581,-0.028947,0.000601,-0.002864,0.008684,-0.002,-0.045783,0.015212,0.044909,0.026297,0.016757,-0.001248,0.052223,0.034711,0.033309,0.029035,0.053179,0.036516,0.04619,0.044249,0.035538,0.027669,0.021203,0.027983
South Africa,ZAF,199,Extensive Margin,Index,Annual,0.415127,0.408545,0.410465,0.410778,0.395429,0.398478,0.405785,0.390082,0.350183,0.350364,0.327394,0.309861,0.233508,0.279542,0.273178,0.249143,0.227019,0.19039,0.183191,0.193593,0.190063,0.169845,0.151406,0.150493,0.115395,0.081605,0.114129,0.123218,0.091156,0.094549,0.123468,0.124241,0.13297,0.140857,0.124518,0.106627,0.112367,0.12354,0.083169,0.098695,0.116917,0.124372,0.114513,0.110584,0.08143,0.08294,0.092212,0.1117,0.125213
Zambia,ZMB,754,Extensive Margin,Index,Annual,,,,1.2063,0.026327,0.0016,0.001652,0.009945,0.058056,0.009448,0.011531,0.015457,0.019718,0.023338,0.009941,0.009825,0.003296,0.006479,-0.003152,0.003309,0.004761,0.005187,0.000014,0.009817,0.013068,0.007044,0.009458,0.014763,0.033497,0.024679,0.036589,0.025179,0.022473,0.053656,0.02122,0.026453,0.026574,0.01317,0.03674,0.023035,0.022318,0.011493,0.018039,0.013303,0.014979,0.019144,0.0101,,
Zimbabwe,ZWE,698,Extensive Margin,Index,Annual,,,,1.13259,0.054551,0.030355,0.00937,0.003616,0.223198,-0.006366,-0.058464,0.006427,-0.000047,0.003198,0.001617,0.004009,,0.007217,0.569407,0.033031,0.014253,0.026276,0.085198,0.013955,0.010883,0.006519,0.003248,0.028751,0.086138,0.011299,0.011834,0.025212,0.015941,0.011801,0.006465,0.004761,0.006428,0.026119,0.012952,0.011354,0.008158,0.001627,0.003208,0.006522,0.001627,0.004811,0.004836,,
Aruba,ABW,314,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6077,3.51618,4.12247,4.35477,4.30257,4.48111,4.68765,4.64734,4.71213,4.68083,4.5432,4.34041,3.68241,3.58648,3.48963,3.36052,3.56599,2.93464,3.12973,3.04689,3.16052,3.24471,3.19773
Andorra,ADO,171,Intensive Margin,Index,Annual,0.316907,,5.61313,6.26524,4.97935,4.68843,6.30627,1.53447,1.30448,3.18927,3.11969,3.12753,3.11875,3.10858,2.96499,3.25711,3.21879,3.33863,3.19182,2.43944,4.52564,3.26998,3.06507,3.31283,3.56426,3.61396,3.22428,3.04656,3.26459,2.81078,2.64948,2.94256,2.73222,3.00646,2.85874,2.59566,2.42512,2.34803,2.16408,2.04313,2.30248,2.41306,2.35058,2.73087,2.65361,2.40984,2.16927,1.99473,2.65999
Afghanistan,AFG,512,Intensive Margin,Index,Annual,2.02912,2.15867,1.9942,2.02445,2.01392,1.74727,2.36911,2.4101,2.51023,2.54339,2.6741,2.33892,2.49791,2.64861,2.32782,1.8197,1.79491,2.13841,2.14947,2.25019,1.92092,1.72788,1.58561,1.63336,1.64757,1.76792,1.86173,2.08296,1.99083,1.95402,1.84927,1.94159,2.48673,2.08047,2.41726,1.85784,2.13804,1.97317,2.00004,1.82551,1.67235,2.48258,1.77505,1.93321,1.57744,1.90031,1.87385,2.12322,1.82591
Angola,AGO,614,Intensive Margin,Index,Annual,3.03982,3.32222,3.3087,3.5783,3.79027,3.77985,3.09528,3.41759,3.59914,3.6151,3.54336,3.52998,3.88135,4.31735,4.99894,5.0127,5.00575,5.28582,5.50436,5.51594,5.69053,5.60496,5.67682,5.73243,5.66361,5.57544,5.47632,5.5089,5.5426,5.72216,5.58985,5.61438,5.59761,5.55672,5.58944,5.54589,5.43688,5.43181,5.59428,5.57729,5.60163,5.75174,5.83318,5.75439,5.81497,5.76432,5.83398,5.81199,5.86695
Anguilla,AIA,312,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,2.44482,4.99241,4.81699,3.28906,5.62051,5.60661,3.6831,3.1651,2.91267,3.23869,2.68525,3.55289,3.95788,2.85207,3.34386,2.87878,2.39755,2.80193,3.15623,2.74458,2.52341,2.66606,3.09836,2.84243,3.38231,3.71126,3.15719,3.49424,2.76084,3.00897
Albania,ALB,914,Intensive Margin,Index,Annual,1.47602,2.18949,3.40025,2.53731,2.28343,2.41729,2.59991,3.06453,2.83885,2.90277,2.85794,2.88813,3.10319,3.19782,3.33496,3.06846,2.95383,2.94562,2.6883,3.32221,3.45432,2.95339,3.06252,2.99253,3.22449,2.83295,2.98634,2.84573,2.58415,2.64819,2.66606,2.87803,3.03894,3.03642,3.08968,3.11106,3.33479,3.37355,3.13623,3.21937,3.18831,2.96047,3.10825,2.9489,2.89831,2.80761,1.9777,1.96368,2.91754
United Arab Emirates,ARE,466,Intensive Margin,Index,Annual,0.000000039,6.04123,,6.42487,,0.943779,3.29602,3.41793,3.11645,5.48533,6.15941,6.05073,6.207,6.1217,6.11281,6.06653,6.13789,6.06352,5.77531,5.6997,5.52289,5.44681,5.29115,5.29721,5.02563,4.936,4.77633,4.80296,4.99897,4.95677,4.79884,4.49412,4.46048,4.20871,4.32464,4.15594,3.67991,3.58724,4.00236,3.74605,3.53825,3.74691,3.62161,3.66606,4.36271,3.83883,4.1482,4.03765,3.55943
Argentina,ARG,213,Intensive Margin,Index,Annual,2.73732,2.56404,2.7023,2.88902,2.73118,2.55436,2.32876,2.44882,2.41498,2.41848,2.31538,2.21416,2.10058,2.11671,1.95059,1.92859,1.828,2.06894,1.9996,2.22789,2.05335,2.3711,2.31848,2.2315,2.05395,1.89889,1.88006,1.69193,1.68348,1.80872,1.89564,1.83924,1.87445,1.74944,1.86894,1.91266,1.84795,1.8065,1.96482,1.98749,2.0092,2.09437,2.04796,1.9852,1.92617,2.05125,2.1417,2.03758,2.067
Armenia,ARM,911,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80116,4.38101,5.22682,4.38046,3.32187,2.81283,2.96224,3.42842,3.12103,2.84997,3.50051,3.74008,3.37183,3.71394,3.23402,2.76397,2.9954,3.05359,3.01112
Antigua and Barbuda,ATG,311,Intensive Margin,Index,Annual,,,,5.60764,,,6.30079,,5.21567,2.04357,4.46728,5.02163,4.10659,4.73092,3.86185,3.54171,3.39234,3.59472,3.77603,2.99706,3.6859,3.6519,4.02423,3.73781,3.56615,3.31401,2.82686,3.61386,3.06088,3.23745,2.63189,3.50201,3.65368,3.58483,4.10945,4.21023,3.07333,3.44949,4.56893,5.47175,5.30573,5.32013,5.01166,5.56073,5.70491,4.67969,3.54928,2.29077,2.24401
Australia,AUS,193,Intensive Margin,Index,Annual,3.25433,2.90137,2.82465,2.70987,2.49692,2.51596,2.39307,2.37384,2.26901,2.19562,2.22374,2.32191,2.25211,2.28503,2.37166,2.32514,2.25143,2.23949,2.24295,2.23156,2.27804,2.24441,2.30411,2.367,2.28068,2.15212,2.15292,2.13768,2.07768,2.06958,2.04059,1.97755,1.8781,1.86521,1.78945,1.84728,1.85434,1.78029,1.91645,1.93878,1.93934,1.9533,2.05589,2.29149,2.32866,2.37276,2.74013,2.75086,2.89128
Austria,AUT,122,Intensive Margin,Index,Annual,1.54598,1.4169,1.32236,1.29637,1.26457,1.23332,1.20183,1.2472,1.21331,1.19256,1.19845,1.22415,1.22505,1.17246,1.18873,1.23544,1.20444,1.17173,1.17244,1.16911,1.14649,1.16763,1.15642,1.14929,1.21537,1.24755,1.26621,1.25532,1.28167,1.25479,1.24417,1.23956,1.2639,1.30673,1.31824,1.33056,1.31639,1.37322,1.44818,1.38819,1.40365,1.45646,1.4439,1.3629,1.4228,1.47161,1.39045,1.44565,1.42762
Azerbaijan,AZE,912,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45198,3.97437,3.71682,3.3791,2.14869,2.40565,2.30467,3.78368,4.31423,4.99295,5.17687,4.92677,4.63884,4.84098,5.48079,5.54876,5.71675,5.72267,5.73783
Burundi,BDI,618,Intensive Margin,Index,Annual,2.14673,2.29694,2.68897,3.06855,2.92309,3.17744,3.381,3.04043,2.82716,2.70105,2.71581,2.57919,2.28414,2.60644,3.01887,3.29101,3.221,3.10292,3.09929,3.25122,3.58846,3.40213,3.05638,2.91714,3.09074,2.91344,2.95987,2.94942,2.72996,2.68267,2.65025,2.71538,2.64711,2.89485,2.71827,2.71011,3.07242,2.80458,2.86236,2.78017,2.95317,2.98849,3.03393,3.10756,2.54752,2.65218,2.4524,2.68452,2.57278
Belgium,BEL,124,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53675,1.62206,1.60427,1.59579,1.61155,1.64488,1.62718,1.61024,1.59746,1.5968,1.59044,1.59865
Benin,BEN,638,Intensive Margin,Index,Annual,2.7606,2.91564,2.84343,2.04531,3.27646,2.98762,2.99171,3.24565,3.40394,3.62451,3.4888,3.92018,3.25906,3.32245,3.35107,3.25368,3.53273,3.68606,3.77697,3.23028,3.67236,2.38759,4.28164,4.53394,4.36313,4.07627,3.36133,3.7224,3.90617,4.0822,3.82259,3.90794,3.76364,3.71771,3.85655,3.98825,3.74047,3.39889,3.75278,3.98983,3.51527,3.42694,3.45917,3.20892,3.22168,3.80612,3.51135,3.18949,3.52857
Burkina Faso,BFA,748,Intensive Margin,Index,Annual,2.60227,2.58238,2.59524,2.18299,2.22911,2.53758,2.57735,2.74034,3.00309,2.70692,2.74193,2.75626,2.62864,2.4264,2.77926,2.88132,2.85797,3.29445,2.59831,3.00622,3.02479,2.95433,3.23246,3.20404,3.32616,3.21725,3.21009,3.5757,3.61736,3.88476,3.831,3.89908,3.71495,3.43406,3.87719,3.75876,3.62414,3.75459,2.88215,2.58342,2.49106,3.42077,3.35459,3.69039,3.64432,3.53892,3.36903,3.27238,3.11469
Bangladesh,BGD,513,Intensive Margin,Index,Annual,,,,,,,,,,,2.27602,4.53209,4.57874,4.34053,4.20105,4.1946,4.04286,4.14201,4.0796,3.97074,3.81169,3.84339,3.83812,3.81932,3.85805,3.81789,3.76374,3.8288,3.9005,4.03522,4.08474,4.09841,4.13951,4.14444,4.1499,4.28801,4.36901,4.4148,4.44814,4.47693,4.48785,4.52459,4.54719,4.54845,4.59186,4.56908,4.6402,4.75207,4.74282
Bulgaria,BGR,918,Intensive Margin,Index,Annual,1.63708,1.77467,1.58528,1.61881,1.6063,1.7369,1.60886,1.52782,1.50696,1.67373,1.6122,1.60387,1.72412,1.84497,1.58997,1.58104,1.52044,1.78197,2.07536,2.16069,1.93847,1.91052,1.93,1.88654,1.77681,1.73699,1.61297,1.53492,1.49364,1.63118,1.45075,1.5767,1.58062,1.62146,1.4678,1.57732,1.639,1.63261,1.77886,1.83078,1.73587,1.71289,1.7245,1.70296,1.78148,1.65174,1.63661,1.60573,1.61414
Bahrain,BHR,419,Intensive Margin,Index,Annual,2.2943,2.29938,2.25385,2.06555,2.1692,2.18468,2.08502,2.14105,2.159,2.15187,2.29851,2.57802,2.38181,2.35285,2.23432,2.33568,2.41313,2.49678,2.43929,2.24195,2.34076,2.88303,2.90252,2.51492,2.93592,2.75924,3.08615,2.90535,2.84608,2.67168,2.63326,2.86901,3.10878,3.30135,3.00293,3.16486,3.09588,2.90268,3.00961,3.00268,3.24704,3.35322,3.38613,3.28041,3.56624,3.34082,3.06895,3.01552,3.06151
"Bahamas, The",BHS,313,Intensive Margin,Index,Annual,2.25533,2.41008,2.4244,3.0348,2.93342,3.02197,2.87191,3.80619,3.38915,3.90865,3.80436,3.55223,4.53483,4.6634,4.33621,4.4889,4.0579,3.96034,3.97909,3.93894,4.39809,4.2898,3.80255,3.93118,3.72774,3.55458,3.15986,3.9436,3.89395,3.86313,3.81351,3.581,2.94559,2.73509,2.89855,2.76433,2.51904,2.78388,2.97492,2.83155,2.94,3.0777,3.03438,3.26889,3.21499,3.29003,3.20709,2.9417,3.47931
Bosnia and Herzegovina,BIH,963,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33974,2.12767,2.48602,2.54067,1.97144,2.45112,2.53778,2.40246,2.5636,2.53323,2.48759,2.43498,2.30009,2.20932,2.20504,2.08623,1.96796,1.88464,1.91783
Belarus,BLR,913,Intensive Margin,Index,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90609,2.20324,2.08722,2.12155,4.01495,4.02181,4.51887,4.26206,4.29289,4.36504,4.2458,4.15439,4.20636,3.81733,2.24117,3.87448,3.93512,2.39087,2.36361
Belize,BLZ,339,Intensive Margin,Index,Annual,0.681283,1.22898,5.38046,,6.32077,5.75107,5.77501,2.57839,1.76807,3.78006,3.73799,3.52442,3.96544,4.30852,3.87862,3.70558,3.68874,3.14651,3.85362,3.7143,3.83699,3.88167,3.93591,3.59734,3.73757,3.9092,3.93617,3.52172,3.79225,3.80346,3.66515,3.39255,3.79681,3.80647,3.69154,3.86255,3.61288,3.51661,3.65824,3.40633,3.35732,3.52056,3.42588,3.45469,3.44124,3.30745,2.12237,2.41787,3.71123
Bermuda,BMU,319,Intensive Margin,Index,Annual,2.65576,2.36643,2.76635,2.67396,2.87605,2.9855,3.06093,3.03975,3.23669,3.31168,3.5837,4.00323,3.43119,3.19067,3.26326,3.65345,3.28272,3.52337,3.81393,3.31639,3.29916,3.46121,2.7731,3.75148,3.5806,5.71298,5.65895,5.51065,5.56428,5.49068,5.24023,4.01195,3.5419,3.20796,3.48626,3.59527,3.31288,2.9167,2.9297,3.2662,2.96566,3.92583,3.33351,3.75223,3.83392,3.46749,4.29734,4.51638,4.39683
